Env,cv,h2
SCH1_2019,0.05245686326600704,0.7656319672581077
TXH1_2019,0.06517435178012211,0.6068813376411819
TXH2_2019,0.03310024814120201,0.7204661368658747
TXH3_2019,0.02986929616474888,0.7870468579798668
TXH4_2019,0.04424247414324629,0.5828553148040212
WIH1_2019,0.08510695592546608,0.40727073563840205
WIH2_2019,0.08929618667704263,0.6040974541509686
DEH1_2020,0.08909697519857247,0.6709566241024988
GAH1_2020,0.0992004513733957,0.4291621488115691
GAH2_2020,0.09068519685147114,0.31747819561608526
GEH1_2020,0.06358578902715205,0.40058712265748103
IAH1_2020,0.08417371955806567,0.45360584314233887
INH1_2020,0.0772746370471715,0.27651232836111994
MIH1_2020,0.12908740387485948,0.16103994772456018
MNH1_2020,0.06368921875814279,0.41679615499389255
MOH1_1_2020,0.04864186665744404,0.6754644051174268
MOH1_2_2020,0.08206101240284086,0.4207703819292192
NCH1_2020,0.07916746325858781,0.5252682455564935
NEH1_2020,0.16473437773688668,0.12698784608452654
NEH2_2020,0.12256194371371225,0.08923330919839562
NEH3_2020,0.09500713326419968,0.10637462146443899
NYH2_2020,0.09542220396511378,0.3439647054932507
NYH3_2020,0.10698612112395306,0.33299256816162764
NYS1_2020,0.1207441031847952,0.012091798070380225
OHH1_2020,0.029000976347823077,0.5906535864335303
SCH1_2020,0.14085493506467262,0.347303374875085
TXH1_2020,0.14379457894606434,0.11261708592728892
TXH2_2020,0.2329237684207126,0.06296945837499456
TXH3_2020,0.2065479811514878,0.06990704761279036
WIH1_2020,0.06634468225720402,0.4644657299260872
WIH2_2020,0.10899814167907546,0.6173116987384656
WIH3_2020,0.10533485586273768,0.32730288898635207
COH1_2021,0.10939001831036575,0.014604804108581889
DEH1_2021,0.06935550603856573,0.6836747008484524
GAH1_2021,0.05620088511813035,0.48075108573689995
GAH2_2021,0.0942654702280625,0.2920661551358066
GEH1_2021,0.08915181847371564,0.28804972641046633
IAH1_2021,0.07206816882637931,0.5633363635794183
IAH2_2021,0.06015574514507547,0.5952389517949965
IAH3_2021,0.08792681074646064,0.629243620505978
IAH4_2021,0.06976595569773203,0.6206122338151763
ILH1_2021,0.06185654337799615,0.42190111948587267
INH1_2021,0.06464644596134012,0.3738715970356724
MIH1_2021,0.07907064696022272,0.21619434230802365
MNH1_2021,0.05568998164864787,0.41234957864826377
NCH1_2021,0.10022358154082917,0.4429454843318362
NEH1_2021,0.17513387616766454,0.2219937237790194
NEH2_2021,0.17886747226816568,0.0613444044232808
NEH3_2021,0.11227558673329685,0.09027209308280625
NYH2_2021,0.06902620087615674,0.3854677362583507
NYH3_2021,0.060294812404213576,0.3800073757523225
NYS1_2021,0.07118839168357337,0.02976570454568573
SCH1_2021,0.19906092438024592,0.25964898195650343
TXH1_2021,0.17609613515541295,0.0801631389183157
TXH2_2021,0.14975043322292353,0.11040025243125705
TXH3_2021,0.3291392497388457,0.3762985984868557
WIH1_2021,0.05081853073901844,0.578636688485492
WIH2_2021,0.08461936390453517,0.5395730353398651
WIH3_2021,0.08348991130144037,0.36555845154710864
COH1_2022,0.19388514289255396,0.011506148285284378
DEH1_2022,0.10305723977999608,0.36276114380299673
GAH1_2022,0.16053538498381853,0.3948076479393477
GAH2_2022,0.059613785566382846,0.583659228725802
GEH1_2022,0.0488728586357807,0.5989292884807933
IAH1_2022,0.07918542861439769,0.5196943292306515
IAH2_2022,0.15509078386388825,0.4156183068255895
IAH3_2022,0.08326109385229907,0.3516466971804143
IAH4_2022,0.07987442832390573,0.41075976662857155
ILH1_2022,0.0927397397027108,0.3885907008423489
INH1_2022,0.046358971791146265,0.5745609846935832
MIH1_2022,0.12560196919467148,0.2572323724905376
MNH1_2022,0.04970290491190083,0.5507795775275772
MOH2_2022,0.10118577475504373,0.49247545611887195
NCH1_2022,0.06437797687160447,0.3294685687629081
NEH1_2022,0.20173916169678816,0.23287673273509713
NEH2_2022,0.13568131857355614,0.21868644605214924
NEH3_2022,0.06960910566385702,0.37835744648185476
NYH2_2022,0.058964617275201504,0.48828536651884114
NYH3_2022,0.05105539253798079,0.5768674181666426
OHH1_2022,0.05628699955361879,0.5069274645260222
SCH1_2022,0.14536043785834504,0.5882165510141627
TXH1_2022,0.08795955869711736,0.29342021386609357
TXH2_2022,0.10835643412484633,0.21244465788485875
TXH3_2022,0.1020072651796568,0.28826302387115976
WIH1_2022,0.03725753071480002,0.6163973687460175
WIH2_2022,0.10000747804487808,0.29122276415511095
WIH3_2022,0.04877595557019213,0.5449458922082524
COH1_2023,0.1369367813893773,0.007828336828028139
DEH1_2023,0.1099312004946335,0.2938160341654292
GAH1_2023,0.13960660747411696,0.38368257312884335
GAH2_2023,0.07058236185685894,0.41569184529877556
IAH1_2023,0.08400719301306692,0.4020366391441977
IAH2_2023,0.0879698100368996,0.34225273063095896
IAH3_2023,0.10832402361112123,0.2940898670967288
IAH4_2023,0.10247699324806878,0.30918698383275517
ILH1_2023,0.04387350576076753,0.5834677477647843
INH1_2023,0.07056253187573128,0.39798373227396977
MIH1_2023,0.07742963082572331,0.3928447100846296
MNH1_2023,0.06641487260778318,0.38836122046919336
MOH1_2023,0.09479171753914388,0.3128638931770687
MOH2_2023,0.06398274758156938,0.4903092036533759
NCH1_2023,0.14133385754657216,0.23456120264265112
NEH1_2023,0.09265922435824925,0.3148314459440458
NEH3_2023,0.08450230098932879,0.2567952273051229
NYH2_2023,0.05739124697805399,0.5293258810893301
NYH3_2023,0.05432123905510184,0.5875946313761823
OHH1_2023,0.036556021751260964,0.7137044775820036
SCH1_2023,0.14841220301456154,0.24231870714605303
TXH1_2023,0.11184015784911744,0.22579989950426496
TXH2_2023,0.09285171144551148,0.22144649301526323
TXH3_2023,0.13982348872844041,0.19014744992198776
WIH1_2023,0.1090220666230532,0.5208961164467466
WIH2_2023,0.06830126419005635,0.30498584913982524
WIH3_2023,0.05985253799003441,0.5680128380071962
